dorsal;biker;club;time
5384;David Stout;Independiente;06:44:36
3198;Sarah Bell;Independiente;06:44:38
2347;Jeremy Garcia;Independiente;06:44:51
3953;Jessica Parker;Paquetes de Arroyomolinos;06:45:00
4535;William Johnson;Independiente;06:45:07
4853;Keith Salas;Team Élite ;06:45:08
2363;Richard Cole;Independiente;06:45:12
3775;Melissa Kramer;Independiente;06:45:22
3752;Eric Cox;Independiente;06:45:23
3728;Joshua Barajas;Independiente;06:45:23
3432;Teresa Gray;Independiente;06:45:35
3585;Aaron Greene;Independiente;06:45:36
4365;Mary Clark;Club ciclista manlleu;06:45:39
4364;Courtney Dorsey;CLUB ciclista manlleu;06:45:41
4434;Christopher Norris;Independiente;06:45:50
5005;Cathy Cardenas;Independiente;06:46:02
708;Lisa Blackwell;Independiente;06:46:03
3701;Deborah Butler;Independiente;06:46:07
1097;Steven Griffin;Independiente;06:46:10
3941;Caitlin Downs;Independiente;06:46:19
4925;Adam Morris;Independiente;06:46:22
4936;Jean Neal;Independiente;06:46:22
3691;Laura Navarro;Independiente;06:46:28
4856;Katrina Santiago;Independiente;06:46:28
2407;Linda Thompson;Independiente;06:46:29
3600;Susan Berry;CLUB TRIATLON ARABI YECLA;06:46:43
5023;Nicole Young;Independiente;06:46:43
5047;Sarah Warren;Independiente;06:46:46
4962;Rachel Andrade;Independiente;06:46:48
3133;Janet Sanchez;Independiente;06:47:00
2498;Jamie Wilson;Independiente;06:47:01
2617;Lisa Jordan;Independiente;06:47:02
3132;Jessica Hughes;Independiente;06:47:02
4197;James Rogers;Independiente;06:47:05
4755;Ashley Brooks;Independiente;06:47:15
5308;Michelle Brown;Independiente;06:47:16
4384;Laura Vance;Independiente;06:47:40
4644;James Peterson;Independiente;06:47:41
3797;Maureen Yoder;Independiente;06:47:48
1399;Elizabeth Rodriguez;Independiente;06:47:51
3796;Cameron Morris;Independiente;06:47:52
1391;Robert Andrews;Independiente;06:48:03
1501;Eileen Calderon;Independiente;06:48:07
1674;Meghan Vincent;E32;06:48:14
1685;Latoya Nelson;Independiente;06:48:17
1563;Jason Jones;E32;06:48:18
4834;Destiny Cox;Independiente;06:48:24
3065;Kelly Park;Independiente;06:48:24
2131;Brent Smith;Independiente;06:48:35
2255;Sara Frost;Independiente;06:48:35
607;Holly Washington;Independiente;06:48:35
4855;Tammy Rosario;Club de Montaña Aire Libre de Torres de Berrellén;06:48:49
3281;Nathan Olsen;Independiente;06:48:51
3280;April Holder;Independiente;06:48:52
4011;Michelle Contreras;Independiente;06:49:09
4009;Angela Williams;Independiente;06:49:10
5186;Adam Benson;Independiente;06:49:17
3129;Ronald Conner;Independiente;06:49:19
3126;Robert Thompson;Independiente;06:49:19
4606;David Barnes;Independiente;06:49:23
3943;Jacob Stevenson;Independiente;06:49:24
858;April Shea;Independiente;06:49:29
3331;Michael Long;Independiente;06:49:30
1167;Rachel Mccall;Independiente;06:49:33
1254;Joseph Phillips;Independiente;06:49:33
1137;Sydney Weeks;Independiente;06:49:33
1128;Nicole Jimenez;Open Natura;06:49:34
3302;Meredith Willis;Independiente;06:49:34
3300;Hannah Thompson;Independiente;06:49:35
3222;Wayne Dillon;Independiente;06:49:36
5250;Samantha Ayala;Independiente;06:49:39
1017;Sharon Williams;Independiente;06:49:39
1023;Cody Wagner;Independiente;06:49:48
5385;Marc Mitchell;Independiente;06:49:52
4520;Cindy Adams;Independiente;06:49:56
4521;Ian Carter;Independiente;06:49:57
5220;Casey Ford;Independiente;06:50:04
2351;Cindy Dillon;Independiente;06:50:05
5117;Chelsea Townsend;Independiente;06:50:11
2580;Danielle Stevenson;Independiente;06:50:12
3942;Jason Sanders;Independiente;06:50:26
236;Amber Thomas;Independiente;06:50:26
3975;Julie Brooks;Independiente;06:50:27
5051;Sarah Brooks;Independiente;06:50:27
4711;Felicia Tapia;Independiente;06:50:34
4665;Stephanie Obrien;Independiente;06:50:36
816;Ariel Hines;Independiente;06:50:37
5340;Rhonda Williams DVM;Independiente;06:50:37
3439;Christie Patel;Independiente;06:51:05
2238;Heidi Jimenez;Independiente;06:51:05
1166;Victoria Armstrong;Independiente;06:51:05
183;Lauren Roberts;Independiente;06:51:05
5172;Sherri Archer;Independiente;06:51:11
122;Jimmy Barrera;Independiente;06:51:16
146;Erica Johnson;Independiente;06:51:16
4800;Richard Spencer;Independiente;06:51:23
1243;Jennifer Whitney;Independiente;06:52:00
5175;Stacey Knight;Independiente;06:52:01
1242;Cindy Edwards;No hay dolor ;06:52:01
1274;Erica Henry;Independiente;06:52:03
1199;Madison Hicks;Independiente;06:52:03
946;Jacob Patterson;Independiente;06:52:04
5427;Joel Parker;Independiente;06:52:09
3625;Victoria Hodge;Independiente;06:52:32
3726;Hannah Mendoza;Independiente;06:52:32
5147;Anthony Silva;Independiente;06:52:40
5146;Sarah Oneal;Independiente;06:52:41
4828;Antonio Simpson;Independiente;06:52:47
3217;Stephanie Graves;Independiente;06:52:49
1641;Bradley Bowman;Independiente;06:52:53
1607;Beverly Haley;Independiente;06:52:54
4061;David Haas;Independiente;06:52:57
3024;Gina Little;Independiente;06:53:05
5432;Dana Hayes;Independiente;06:53:06
3023;Kimberly Carter;Independiente;06:53:09
2378;Michael Lewis;Independiente;06:53:18
2335;Jeffrey Clark;Independiente;06:53:33
2320;William Coffey;Independiente;06:53:33
2334;Joseph Bass;Independiente;06:53:34
2321;Adriana Middleton;Independiente;06:53:35
5438;Chase Sanders;Independiente;06:53:40
5445;Mr. Perry Graham II;Independiente;06:53:40
5446;Ryan Howell;Independiente;06:53:42
5074;Kari Stewart;Independiente;06:53:42
4261;John Rogers;Independiente;06:53:44
4767;Kim Townsend;Independiente;06:53:55
5103;Joe Swanson;Independiente;06:54:03
4812;Lori Cummings;Independiente;06:54:04
4387;Melanie Roberts;Independiente;06:54:23
2880;Brandy Stanley;Independiente;06:54:25
3698;Theresa Miller;UCSC ;06:54:27
3699;Joanne Haynes;UCSC ;06:54:27
3986;Joshua Gardner;Independiente;06:54:28
4032;Alexandria Rodgers;Independiente;06:54:29
1980;Daniel Hill;Independiente;06:54:32
4751;Alexander Butler;Independiente;06:54:51
1118;Rebecca Combs;Independiente;06:54:56
4743;Anthony Page;Monegros BTT ;06:55:16
2533;Mitchell Dunlap;Independiente;06:55:37
2535;Gary Murray;Independiente;06:55:38
3121;Thomas Davis;Independiente;06:55:40
2213;Derrick Sampson;Independiente;06:55:41
3981;Stacy Black;Independiente;06:55:54
3330;Candace Sanford;Independiente;06:56:51
3322;Eric Maldonado;Independiente;06:56:52
3293;John Patel;Independiente;06:56:55
3307;Kelly Perez;Independiente;06:56:56
3102;Theresa Reynolds;Independiente;06:57:18
3101;Matthew Farley;CC Peña Los Conejos;06:57:19
3324;Brittany Murphy;UCSC ;06:57:26
3567;Monica Johnson;Independiente;06:57:30
3212;Raymond Lee;Independiente;06:57:32
1855;Christina Carter;Independiente;06:57:33
1924;Douglas Davis;Independiente;06:57:33
1110;Brittany Bailey;Independiente;06:57:54
5397;Tiffany Kim;Independiente;06:58:20
3919;Jennifer Parker;Independiente;06:58:29
4088;Michael Charles;Independiente;06:58:33
4716;Michelle Vasquez;Independiente;06:58:58
3629;James Reid;C.C el Garbí ;06:59:01
4085;Amanda Smith;Independiente;06:59:02
2486;James Avery;Independiente;06:59:26
2127;Jerry Ross;Independiente;06:59:26
3473;Tina Richards;Independiente;06:59:46
2289;Melissa Clayton;Independiente;07:00:16
5040;Tiffany Martinez;Independiente;07:00:17
4897;Isabella Robinson;Independiente;07:00:19
1570;Lindsey Lozano;Independiente;07:00:41
1807;Thomas Taylor;Independiente;07:00:41
137;Chelsea Rivas;CCSJD;07:00:43
1245;Lauren Davis;CLUB CICLISTA SAN JUAN DESPI ;07:00:44
5009;Maria Baldwin;Independiente;07:01:06
5003;Meredith Lawrence;Independiente;07:01:06
4844;Kyle Thompson;Independiente;07:01:10
2534;Scott Fields;Independiente;07:01:12
2532;Adam Navarro;Independiente;07:01:13
5261;Justin Hampton;MARAURY;07:01:19
5490;Lisa Kennedy;Independiente;07:02:15
3081;Richard Gray;Independiente;07:02:31
1723;Charles Sanford;Independiente;07:02:50
1717;Karen Brown;Independiente;07:02:50
1542;Vanessa Bailey;Independiente;07:02:52
1540;Mrs. Alexa Dunn DVM;Independiente;07:02:52
4982;Matthew Owen;Independiente;07:03:01
4772;Darlene Kim;Independiente;07:03:04
4775;James Johnson;Independiente;07:03:05
4774;Francisco Carlson;Independiente;07:03:05
4315;William Brown;Independiente;07:03:10
4940;Cindy Gonzalez;Independiente;07:03:23
3669;Tamara Obrien;BTT Beniarjo ;07:04:02
5331;Alexander Kelly;Independiente;07:04:04
4550;William Nelson;Independiente;07:04:30
4544;Vanessa Olson;Independiente;07:04:30
3459;Paul Compton;Independiente;07:04:38
4729;Mr. Robert Hart;Independiente;07:04:48
1135;Samuel Swanson;Independiente;07:04:59
3528;Jamie Ball DDS;Independiente;07:05:00
4857;Johnny Gonzales;Independiente;07:05:01
5190;Rebecca Howard;Independiente;07:05:02
5437;Katherine Brown;Independiente;07:05:30
4851;Donna Hayes;Independiente;07:05:35
3583;Jake Lynn;Independiente;07:05:35
4860;Ryan Carter;Independiente;07:06:03
4859;Johnathan Farmer;Independiente;07:06:04
1996;Joseph Powell;Independiente;07:06:21
2618;David Lopez;Independiente;07:06:22
4062;Jill Simmons;Independiente;07:06:28
4054;Anita Barry;Independiente;07:06:39
4395;Claire Summers;Blanda espartans y dones a pedals;07:06:41
4070;James Sanders;Independiente;07:06:46
5066;Bryan Russell;Independiente;07:06:58
2175;Andrea Vincent;Independiente;07:07:00
1403;David Hernandez;Independiente;07:07:24
5069;Andrea Greer;Independiente;07:07:59
3461;Joseph Johnson;Independiente;07:08:01
4424;Margaret Hansen;Independiente;07:08:13
3832;Shannon Hawkins;Independiente;07:08:14
2572;Christopher Sandoval;Independiente;07:08:20
3256;Patrick Thompson;Independiente;07:08:40
416;Linda Smith;UCSC ;07:08:55
4671;Dennis Mccall;Independiente;07:08:58
4670;Debra Murphy;Independiente;07:08:59
4669;Hannah Carter;Independiente;07:09:00
5435;Alexis Martin;Independiente;07:09:21
5436;Sabrina Willis;Independiente;07:09:22
1644;Latoya Lawson;Independiente;07:09:37
2897;Kathy Owens;Club Ciclista Sant Joan Despi;07:09:56
2439;Robert Wiggins;BTT Tàrrega;07:09:59
2396;Stephanie Riddle;Independiente;07:09:59
2478;Frank Rogers;Independiente;07:10:00
1939;Donna Garcia;Independiente;07:10:31
5405;Tiffany Cummings;Independiente;07:10:47
5470;Jill Huerta;Independiente;07:10:48
5150;Pamela Green;A LAS 11 EN CASA MTB ;07:11:55
5193;Christopher Lambert;Independiente;07:11:55
5149;Holly Hughes;Nens Outdoor ;07:11:56
5148;John Carlson;Nens Outdoor ;07:11:56
5012;Christine Miller;Independiente;07:12:11
4949;Danny Galvan;Independiente;07:12:12
1910;Sarah Charles;San Mariano Tram ;07:12:14
4939;Glenn Lester;Independiente;07:12:14
2270;Timothy West;Independiente;07:12:15
4926;Joseph Patel;Independiente;07:12:15
5041;Danielle Martinez;Independiente;07:12:16
5463;Spencer Mccarthy;Independiente;07:12:35
3348;Lisa Perry;Independiente;07:12:52
4514;Jesse Cook;Independiente;07:13:19
4542;Angela Navarro;Independiente;07:13:21
4551;Mr. Kenneth Wilson;Independiente;07:13:23
4645;Monique Hill;Independiente;07:13:45
4629;Kimberly Smith;Independiente;07:13:46
4617;Andrew Robertson;Independiente;07:13:54
4618;Bonnie Phillips DDS;Independiente;07:13:54
4760;Debra Hansen;Independiente;07:14:14
4776;Jennifer Lee;Independiente;07:14:20
4798;Andrew Hurley;Independiente;07:14:22
4795;Brandi Dawson;POPPANOLIS ;07:14:22
4793;Kristopher Beard;Independiente;07:14:23
5333;Javier Rojas;Independiente;07:14:24
4792;Michael Wall;POPPANOLIS ;07:14:24
5189;Adam Gibson;Independiente;07:14:35
5268;David Barker;Independiente;07:14:48
5269;Matthew Moody II;Independiente;07:14:49
5008;Patricia Simpson;Independiente;07:15:12
4896;Scott Smith;Independiente;07:15:12
5162;Danny Dominguez;Independiente;07:15:57
3522;Christopher Moreno;Independiente;07:16:08
5357;Vicki Walker;Independiente;07:16:21
1744;Tasha Nelson;Unio Ciclista Tremp;07:16:26
3225;Sean Cannon;ICC ILLES;07:16:28
2205;Robert Johnson;Independiente;07:16:38
2199;Ashley Collins;Independiente;07:16:38
4813;Richard Wolf;EL BICHO ;07:16:58
3161;Brittany Marshall;El Bicho Bicicletas;07:16:59
4745;April Quinn;MIS JUEVES ;07:17:10
3397;Lori Thomas;Independiente;07:17:19
3584;Angela Reed;Independiente;07:17:20
4611;Paul Diaz;Independiente;07:17:29
5054;Megan Wright;Independiente;07:17:29
4613;Zachary Valentine;Independiente;07:17:31
5094;Tyler Patel;Andarines de Aragon;07:18:24
4546;Lynn Sandoval;Independiente;07:18:30
4548;Brittany Murphy;Independiente;07:18:31
4547;David Gordon;Independiente;07:18:32
5415;Anthony Barber;Independiente;07:18:44
5417;Linda Johnson;Bike Aventura Daganzo BAD;07:18:46
5411;Gina Holt;VK TRIATLON;07:18:46
1602;David Davidson;Independiente;07:18:50
1812;Rachel Bennett;Independiente;07:18:51
1845;Donna Greene;Independiente;07:18:52
1163;Douglas King;Independiente;07:18:53
2359;Victor Hernandez;Independiente;07:19:07
5334;Heather Nelson;Independiente;07:19:21
1569;Robert Lopez;Independiente;07:19:37
4664;Christopher Smith;Independiente;07:19:58
3355;Craig Brown;Independiente;07:20:11
4525;Kaitlyn Schneider;Independiente;07:20:27
4607;Tiffany Bowen;Independiente;07:20:28
4524;David Green;Independiente;07:20:29
4879;Jonathan Sanchez;EQUIPO DEPORTIVO NUTRIOBELIX ;07:20:44
4880;Jennifer Hudson;EQUIPO DEPORTIVO NUTRIOBELIX ;07:20:45
4881;William Griffin;EQUIPO DEPORTIVO NUTRIOBELIX ;07:20:49
4883;William Page;EQUIPO DEPORTIVO NUTRIOBELIX ;07:20:50
5221;Christopher Jones Jr.;Independiente;07:21:06
5222;Eric Doyle;Independiente;07:21:06
4921;Andrew Higgins;Open Natura;07:21:13
3261;Valerie Johnson;Independiente;07:21:14
374;John Alexander;Independiente;07:21:19
4552;William Long;Ucsc ;07:21:23
5361;Dr. Margaret Cooper;Independiente;07:21:40
5360;Justin Burke;Independiente;07:21:40
5180;Amanda Vaughan;Independiente;07:22:10
5599;Miguel Cordova;Independiente;07:22:10
5154;Derek Velazquez;Independiente;07:22:12
5138;Tiffany Johnson;Independiente;07:22:13
3817;Yvette Lopez;Independiente;07:22:22
3776;Mr. Charles Adams;Independiente;07:22:22
4336;Timothy Evans;Independiente;07:22:32
5335;Laurie Garcia;Independiente;07:22:56
5176;Karina Lamb;Penya Ciclista Navarcles ;07:22:57
3467;Barbara Smith;Independiente;07:22:57
2896;Xavier Andrews;Club ciclista Sant Joan Despí;07:23:27
5591;Matthew Williams;TEAM SAN MARIANO ;07:23:46
1913;Jason Brown;San Mariano Tram ;07:23:46
1759;Bruce Cole;San Mariano Team ;07:23:47
3305;Paul Harris;Independiente;07:23:50
4592;Laura Gonzales;Club Esportiu Camí dels Ibers Trail Running;07:23:53
4846;Matthew Chang;Independiente;07:24:03
2475;Chase Silva;AL11EC ;07:24:06
5201;Jessica Holmes;Independiente;07:24:07
4780;Amanda Martin;Enbicipormadrid;07:24:24
4781;Vincent Hopkins;Enbicipormadrid;07:24:24
4783;Amy Martinez;Independiente;07:24:25
4516;Krystal Wolfe;Independiente;07:24:26
4517;Charles Guerra;Independiente;07:24:26
1113;Donna Pham;Poio Bike CLUB;07:24:41
4704;Christina Atkins;Independiente;07:25:17
4924;Daniel Davenport;Independiente;07:26:11
5081;Tonya Christensen;Independiente;07:26:22
4973;Donna Robinson;Independiente;07:26:23
4352;Tara Price;Independiente;07:26:37
4353;Laura Thompson;Independiente;07:26:37
5035;Ian Gentry;Independiente;07:27:03
5092;Joseph Vargas;Independiente;07:27:24
4558;Brianna Castro;Independiente;07:27:25
3732;Terry Bowen;Open Natura;07:28:23
3749;John Hernandez;Open natura;07:28:24
3190;Kelsey Garza;Independiente;07:28:51
3148;Allison Frank;Independiente;07:28:52
3617;David Thornton;Independiente;07:28:55
3654;Alicia Avery;Independiente;07:29:01
4563;Shannon Herrera;UCSC ;07:29:53
2105;Samantha Lee;Independiente;07:30:14
3511;Maria Collins;Independiente;07:30:35
3238;Kevin Johnson;Independiente;07:30:36
4507;Glen Wong;joselitomountainclú;07:30:48
3329;Kathy Munoz;DEMECASAS PASICO A PASICO;07:30:51
5559;Bryan Harrington;Independiente;07:31:14
5561;Kyle Logan;Independiente;07:31:15
4628;Sheila Payne;Independiente;07:31:16
5523;Erica Bradley;Independiente;07:31:17
5522;Joseph Rose;Independiente;07:31:18
2604;Joseph Frank;Independiente;07:31:42
4019;Zachary Sweeney;Independiente;07:31:50
4016;Joseph Brown;Independiente;07:31:51
4021;Melissa Torres;Independiente;07:31:51
4022;Timothy Walker;Independiente;07:31:51
4993;Thomas Williams;Independiente;07:31:58
2190;Nancy Johnson;Kepasatiuteam;07:32:00
3139;Christopher Roman;KEPASATIU;07:32:01
3285;Joshua Hernandez DDS;Independiente;07:32:16
3323;Erin Schneider;Independiente;07:32:17
3274;Tracy Santana;Independiente;07:32:42
3272;Victoria Anderson;Independiente;07:32:46
4905;Kelsey Acosta;Independiente;07:32:50
4907;James Roberts;Independiente;07:32:51
3446;John Miller;Independiente;07:33:27
3549;William Hernandez;Independiente;07:33:28
3441;Richard Austin;Independiente;07:33:29
3552;Tammy Hogan;Independiente;07:33:30
4555;Jillian Reese;Independiente;07:34:50
5120;Jessica Miller;Independiente;07:34:54
5110;Christopher Rhodes;Independiente;07:34:57
3438;Richard Ford;Independiente;07:35:27
3445;Marcus Chambers;Independiente;07:35:28
3442;Jonathan Campbell;Independiente;07:35:29
3435;Jason Parker;Independiente;07:35:29
4297;Kelsey Smith;Independiente;07:35:29
4102;Mr. Daniel Saunders Jr.;Independiente;07:36:26
3314;Heather Lynch;Independiente;07:36:36
3077;Erin Robinson;Independiente;07:36:36
4052;Angela Garcia;Independiente;07:37:12
4191;Brandon Brown;Independiente;07:37:15
5100;Melissa Wells;Independiente;07:37:35
5095;Tiffany Hanson;Bikestocks ;07:37:46
5116;Nicole Mccarthy;Independiente;07:37:47
601;Kevin Steele;Independiente;07:38:00
5309;Brenda Davis;Independiente;07:38:07
5091;Mr. Bryan Rosario;CLUB natació barcelona ;07:38:07
2315;Michelle Velazquez;Independiente;07:38:19
2344;Teresa Hutchinson;Independiente;07:38:20
1507;Taylor Armstrong;Independiente;07:38:31
1538;Matthew Sanchez;LEA La Blanca;07:38:31
5440;Samuel Thomas;Independiente;07:38:31
3308;Brian Fletcher;Independiente;07:38:51
5310;Renee Walker;Independiente;07:38:51
2228;Melissa Arnold;Independiente;07:38:53
3706;Mrs. Julie Williamson;Independiente;07:38:54
3773;Leslie Coleman;Independiente;07:38:55
2229;Amy Graves;Independiente;07:38:55
3744;Stacy King;Independiente;07:38:56
4627;Christine Booker;Independiente;07:39:01
4511;Jordan Sims;Independiente;07:39:03
3444;Alexandra Turner;Independiente;07:39:04
3470;Sarah Ortiz;Independiente;07:39:04
3715;Jennifer Young;Independiente;07:39:21
3524;Mary Ballard;Independiente;07:39:26
3634;Daniel Yu;GEIC Carcalín;07:39:44
1675;Sandra Strickland;Independiente;07:40:17
1619;Maria Richardson;Independiente;07:40:18
3279;Mr. George Williams MD;Independiente;07:40:19
3321;Denise Reyes;Independiente;07:40:19
2371;Dawn Marks;Independiente;07:40:23
2136;Mr. Timothy Abbott;Independiente;07:40:23
3291;Michelle Pittman;Independiente;07:40:24
3680;Jonathan Booth;UCSC ;07:41:05
3831;David Collins;Independiente;07:41:22
3510;April Hudson;Independiente;07:41:32
3506;Scott Walter;Independiente;07:41:32
5164;Jack Villarreal;Independiente;07:41:56
3145;Oscar Trujillo;Independiente;07:42:10
5210;Michael Reynolds;Independiente;07:42:10
5218;Phillip Tyler;Independiente;07:43:34
5015;Amy Key;Independiente;07:43:37
4986;Elizabeth Allen;Independiente;07:43:37
5085;Jessica James;Independiente;07:44:01
3716;Joseph Hicks;OPEN NATURA;07:44:02
3721;Angela Ramirez;Independiente;07:44:14
3747;Dennis Jackson;Independiente;07:44:14
3733;Robin Brown;Independiente;07:44:15
5493;Jennifer Gentry;Club triatlon huracan Puerto de sagunto;07:44:23
1896;Joe Paul;Independiente;07:44:32
1890;Sarah Hughes;Independiente;07:44:33
3401;Eric Brown;Independiente;07:45:16
5515;Allen Barrera;Independiente;07:46:33
5516;Michelle Sanchez;Independiente;07:46:40
3440;James Lambert;Independiente;07:46:59
3254;Brian Smith;Independiente;07:47:44
5032;Christopher Wolfe;Independiente;07:47:45
5026;Jessica King;Independiente;07:47:46
2543;Alejandro Casey;Independiente;07:47:58
3904;Jessica Riley;Independiente;07:48:19
5207;Jerry Ruiz;Independiente;07:48:19
5108;Richard Moody;CLUB de Ciclismo de Tres Cantos;07:48:58
5045;Diana Douglas;Independiente;07:49:47
4878;John Turner;Independiente;07:49:53
5122;Mary Davis;Independiente;07:49:54
4900;Samuel Ryan;Independiente;07:49:55
4825;Kimberly Munoz;Independiente;07:50:06
4594;Alexander Mitchell;Independiente;07:50:11
5039;Daniel Horton;Independiente;07:50:16
5406;Gregory Petty;Independiente;07:50:39
5209;Daniel Morris;Independiente;07:50:39
5535;Daniel Henson MD;Independiente;07:50:40
3259;Christina Harris;Independiente;07:50:40
4706;Aaron Ware;Independiente;07:51:14
3569;Robert Smith;Independiente;07:51:23
3105;William Griffin;Independiente;07:51:31
4017;Rebecca Johnson;Independiente;07:51:44
3402;Lori Brown;Independiente;07:51:54
5492;Brian Knapp;Independiente;07:51:57
4588;Steven Huang II;Sport ciclista betulo;07:51:58
4590;Dominique Wagner;Sport ciclista betulo;07:51:58
4576;Jasmine Martin DDS;Independiente;07:53:33
4577;Sharon Gonzalez;Independiente;07:53:35
5393;Vanessa Guzman;Independiente;07:53:39
3288;Timothy Baker;Independiente;07:53:59
3286;Terry Graves;Independiente;07:54:02
5141;Jordan Gray;Independiente;07:54:37
4958;Amanda Weaver;Independiente;07:54:50
3376;Gloria Jones;Independiente;07:56:35
5077;Ashley Wright;Independiente;07:56:43
4303;Alyssa Burns;Independiente;07:56:53
3725;Cynthia Jackson;Independiente;07:57:12
1944;Brenda Goodwin;Independiente;07:57:29
1965;Gregory Hunt;Independiente;07:57:31
4849;Theodore Edwards;Independiente;07:58:14
3372;Brittany Stuart;Independiente;07:58:42
3341;Brandon Goodman;Independiente;08:00:19
4990;Kimberly Lewis;Independiente;08:00:21
4898;James Michael;Independiente;08:00:27
3178;Molly Rivera;Independiente;08:00:41
5439;Gregory Oneal;Independiente;08:01:04
4537;Scott Huff;KILÒMETRE 1;08:01:05
3313;James Alvarado;Independiente;08:01:41
3395;Anthony Shaffer;Independiente;08:01:41
4707;Thomas Spencer;Independiente;08:03:07
5400;Mary Peterson;Independiente;08:03:43
4404;Joseph Olson;Independiente;08:05:47
4320;Kim Mcbride;Independiente;08:05:48
1762;Terry Li;Independiente;08:05:50
4636;Steven Russell;Independiente;08:08:10
4573;Angela Rodriguez;Independiente;08:09:57
4597;Jennifer Hogan;Independiente;08:11:10
4163;Lawrence Martinez;Independiente;08:13:26
4268;Alisha Lane;Independiente;08:13:28
4198;James Sherman;Independiente;08:13:28
4554;Christopher Solis;Independiente;08:17:43
4503;Megan Baker;Independiente;08:17:44
4502;Rebecca Haynes;Independiente;08:17:44
4779;Douglas Vega;Independiente;08:17:46
3252;Lauren Garcia;Independiente;08:18:11
3447;Spencer Carr;Independiente;08:18:21
3741;Megan Daniels;Independiente;08:19:17
472;Kimberly Wheeler;Veloclub Carlet;08:20:41
3269;Veronica Reynolds;Independiente;08:21:00
4922;Dawn Hayes;Independiente;08:21:01
4508;Paula Wallace;Unio Excursionista El Prat ;08:25:27
4578;Keith Rivera;Independiente;08:25:41
2007;Anita Drake;Independiente;08:26:00
4231;Cristina Chavez;Independiente;08:26:02
1588;Kelly Ramirez;Independiente;08:27:13
1573;Scott Elliott;Monroyo;08:27:14
1639;Tina Chapman;Independiente;08:27:14
1600;Ashley Smith;Monroyo;08:27:15
4827;Heidi Martinez;Independiente;08:27:19
5049;Michael Mills;Independiente;08:27:20
4961;Richard West;Independiente;08:27:22
5048;Joseph Rivera;Independiente;08:27:32
5030;Gregory Schroeder;Independiente;08:27:32
5033;Mark Gomez;Independiente;08:27:34
3164;Steven Holt;Independiente;08:28:57
3713;Nathaniel Wilson;Independiente;08:28:57
4830;Robert Chang;Independiente;08:28:57
335;Emily Rogers;Independiente;08:30:31
447;Kim Cruz;Independiente;08:30:39
3677;Mark Ramirez;Independiente;08:34:15
5398;Craig Small;Independiente;08:35:46
3214;Virginia Munoz;Independiente;08:36:42
4603;Andrew Riley;Independiente;08:38:36
5247;Denise Hunter;Independiente;08:44:23
5248;Mrs. Teresa Harrison;Independiente;08:44:25
5101;Christina Hansen;Independiente;08:44:25
5107;April Webster;Independiente;08:44:26
5106;John Smith;Independiente;08:47:35
5105;Terrence Valentine;Independiente;08:47:36
10;Breanna Martinez;Orbea Sport CLUB;03:57:31
483;Alexander Ward;VILA BIKE'S CLUB;05:20:32
3230;George Walls;Poio Bike CLUB;07:11:53
2683;Christopher Collier;Cant CLUB atlètic natació torello;03:49:32
2742;Brandy Miller;Prat Bike CLUB Ciclista;05:20:24
4374;James Valencia;Mtbikers Sabadell CLUB ciclista;04:26:12
2495;Gary Shaffer;TREVOL BIKESPORTS* CLUB CICLISTA ;05:05:13
1882;Donna Huffman;ABRERA CLUB CICLISTA ;05:55:15
3209;Kaitlin Fritz;Olimpia Cicles CLUB Ciclista ;04:44:30
2203;Rebecca Russo;ABRERA CLUB CICLISTA ;05:55:17
2242;Tracy Thomas;Abrera CLUB Ciclista ;05:55:15
2036;Bryan Soto;Abrera CLUB Ciclista ;05:55:11
5192;Amanda Martinez;VTT CLUB D'ALBRET;04:47:13
4107;Nicole Lambert;ATALAYABIKER CLUB DEPORTIVO;04:52:19
2388;Timothy Schultz;TERRABIKE CLUB ESPORTIU;04:39:26
533;Mrs. Brittney Burton;Open Natura CLUB Esportiu BTT;05:41:21
1638;Kathleen Newton;Mrt cycling CLUB malgrat ;06:44:04
4425;Timothy Jones;COR3FIT;07:05:07
211;Miranda Thompson;Peña Expósito;03:34:45
4814;Erika Conrad;Almorzarás.com ;06:10:40
843;Andrew Howell;Tran-tran;04:23:09
3598;Kristin Montes;Reino de los mallos;06:25:34
426;Kristin Arellano;Edibikes ;05:15:01
4608;Caitlyn Fields;C.N.Vilafranca-Triatló ;06:41:04
1028;Jason Hunt;A fogatina ;05:33:47
4068;Tyler Lopez;SANT GERVASI TRIATLO ;05:52:36
345;Ashley Ferguson;Independiente;04:43:38
1192;Daniel Stewart;T' ALTO - LITUÉNIGO ;04:22:19
4863;Christopher Tate;Club cicloturista Gordexola;05:41:01
433;Paul Bauer;Bike Gallery ;04:07:56
317;Michael Miles;BIKETIME TRI ;04:12:11
1094;Gabriel Day;BIKE BCN ;04:16:35
3033;Jack Lewis;VO2 Team ;05:34:17
2548;Nicholas Wilkinson;Escuela Ciclista Zaragoza;05:18:08
95;Amy Stafford;BIZIKLETA.COM;03:34:04
4064;Stephen Donovan;Sant grau;04:42:09
243;Marisa Lopez;Ravet;04:43:17
4169;Jennifer Hicks;C.E.C COLLBLANC;06:21:12
588;Carla Flores;Matacanes btt;04:57:30
4372;Vincent Lee;Fitbike Madrid ;04:21:36
940;William Wilson;Alcar Bikes C.D.C. ;04:01:30
3003;Calvin Perez;Mercedes Benz BTT;05:36:33
